Index,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
1915,26.8,70.4,4.3,9.3,20.0,5.4,1.16,10.5,591,Good
1916,21.4,46.6,13.6,21.9,13.1,7.2,1.22,10.3,253,Good
1917,35.2,68.3,4.7,16.8,21.6,13.0,1.3,9.6,478,Moderate
1918,28.2,52.3,3.4,11.8,17.2,7.7,0.84,13.0,243,Good
1919,30.4,93.5,8.5,29.2,36.6,16.3,1.64,6.0,766,Poor
1920,36.9,98.2,23.7,42.8,32.2,19.1,2.15,6.5,493,Poor
1921,21.9,70.5,2.8,9.8,15.3,4.4,0.83,11.0,326,Good
1922,35.6,87.7,16.8,22.6,24.8,4.0,1.21,11.3,605,Moderate
1923,30.6,58.5,17.0,31.9,27.1,9.3,1.54,5.4,405,Moderate
1924,24.8,76.1,0.8,9.4,15.0,1.9,0.86,10.8,458,Good
1925,19.7,73.8,1.4,6.7,20.1,4.3,1.1,14.2,532,Good
1926,32.0,60.1,34.2,50.5,34.5,8.0,1.49,7.8,605,Moderate
1927,30.6,107.4,35.4,53.4,31.2,23.4,1.73,5.6,631,Poor
1928,31.9,57.1,4.4,12.0,27.0,7.7,1.23,6.1,395,Moderate
1929,25.8,54.7,10.2,15.8,14.2,5.0,1.03,10.2,535,Good
1930,35.0,99.0,28.8,37.8,50.0,16.0,2.66,2.5,586,Hazardous
1931,25.5,74.9,42.2,46.7,19.0,3.0,0.94,11.9,421,Good
1932,30.4,58.9,0.2,4.5,19.6,5.5,1.06,10.7,355,Good
1933,28.2,56.0,12.8,21.0,23.4,10.6,1.65,5.3,277,Moderate
1934,29.7,64.0,2.5,4.3,16.8,6.5,0.98,10.3,445,Good
1935,27.1,46.8,26.3,34.7,16.5,6.6,0.92,10.6,428,Good
1936,27.4,57.4,2.5,17.0,35.5,10.3,1.63,6.1,365,Moderate
1937,41.7,84.9,89.8,106.8,27.3,29.6,2.39,9.3,923,Hazardous
1938,28.9,62.5,28.6,39.6,16.2,8.7,0.76,11.2,586,Good
1939,28.0,57.2,2.0,7.0,23.7,7.9,0.92,10.7,419,Good
1940,28.8,67.1,18.2,23.0,22.1,5.9,1.03,15.6,569,Good
1941,27.8,64.2,12.5,17.2,18.8,5.2,1.0,14.1,323,Good
1942,31.5,62.0,75.4,82.5,22.7,19.2,1.55,5.9,642,Moderate
1943,25.5,80.9,24.7,31.1,13.8,7.2,1.01,13.7,522,Good
1944,33.2,109.9,2.8,14.8,26.7,15.2,1.88,9.0,511,Poor
1945,24.7,87.2,15.5,25.1,33.3,17.7,2.27,5.1,670,Poor
1946,29.8,58.4,27.3,33.4,12.1,8.3,0.9,10.7,410,Good
1947,40.1,70.6,9.2,17.9,29.2,18.0,2.16,4.6,569,Poor
1948,29.1,41.6,22.5,25.3,19.6,5.8,0.99,11.2,263,Good
1949,27.8,96.1,4.5,31.9,39.5,0.7,1.99,4.5,614,Poor
1950,34.2,78.8,18.1,29.6,24.6,11.3,1.73,6.8,441,Moderate
1951,25.5,73.0,11.6,16.3,11.2,3.0,1.06,11.4,494,Good
1952,29.6,80.8,10.5,31.9,30.7,21.5,2.94,4.0,558,Poor
1953,38.5,57.4,75.0,83.0,34.9,1.6,2.35,3.7,505,Poor
1954,24.6,82.8,5.6,19.8,28.7,19.1,2.02,8.0,710,Poor
1955,27.2,74.2,18.5,24.7,38.4,33.9,2.48,3.9,424,Poor
1956,23.3,52.6,9.4,17.5,21.0,12.1,1.41,10.8,498,Moderate
1957,21.7,56.3,13.8,25.0,17.5,6.9,1.09,10.5,605,Good
1958,22.2,83.3,11.0,22.4,25.2,14.7,1.35,10.2,528,Moderate
1959,38.2,71.9,0.7,27.3,29.7,23.8,2.18,4.8,593,Poor
1960,34.4,54.0,15.7,28.5,28.9,17.2,1.58,8.0,487,Moderate
1961,41.4,74.4,27.5,38.8,28.9,21.3,2.18,4.2,778,Poor
1962,24.0,55.5,4.1,5.7,12.7,4.3,0.89,13.9,545,Good
1963,26.4,54.3,4.2,7.6,23.8,5.8,1.02,11.7,299,Good
1964,25.4,75.7,17.5,29.2,18.7,11.8,1.45,7.0,462,Moderate
1965,18.7,53.5,28.3,35.6,20.3,4.3,0.94,10.8,530,Good
1966,26.3,58.7,2.6,6.5,23.8,6.4,0.99,11.2,530,Good
1967,45.9,69.9,67.9,68.3,48.6,23.2,2.29,2.6,871,Hazardous
1968,23.1,70.5,34.7,39.4,21.6,4.5,0.85,10.8,283,Good
1969,20.9,41.1,1.7,8.4,24.8,4.9,1.08,11.2,590,Good
1970,27.0,84.3,18.2,25.4,15.5,10.9,1.08,5.5,431,Moderate
1971,28.8,40.1,12.0,17.6,25.9,7.2,1.06,13.3,390,Good
1972,26.4,61.3,3.4,6.2,34.9,24.1,1.74,4.4,672,Poor
1973,36.4,61.5,35.3,30.1,28.7,6.4,1.1,5.7,312,Moderate
1974,42.6,98.3,5.8,11.7,35.4,25.2,2.33,8.4,561,Poor
1975,34.4,68.6,14.6,20.6,28.4,6.4,1.36,7.2,412,Moderate
1976,38.6,58.3,9.6,29.6,28.4,13.7,2.17,3.5,422,Poor
1977,34.8,75.2,8.9,28.9,32.5,16.6,1.8,7.1,517,Poor
1978,34.9,83.9,7.0,9.5,31.4,7.8,1.68,5.1,524,Moderate
1979,25.6,65.8,0.3,5.2,18.7,7.0,0.86,11.0,303,Good
1980,26.0,49.6,38.8,43.0,15.1,6.2,1.15,10.2,469,Good
1981,19.6,38.3,4.0,8.8,21.1,9.1,0.95,10.2,285,Good
1982,18.2,45.5,9.4,17.0,15.5,6.4,0.89,14.1,373,Good
1983,44.1,91.8,42.0,61.6,38.7,32.5,2.39,3.4,613,Hazardous
1984,30.1,54.7,5.2,7.2,30.1,18.6,1.65,5.8,520,Moderate
1985,29.6,54.6,7.7,14.1,18.6,6.7,0.99,11.6,340,Good
1986,30.9,73.9,7.1,19.8,27.7,4.1,1.19,6.1,545,Moderate
1987,30.9,81.4,14.5,24.8,27.9,15.9,1.59,7.1,392,Moderate
1988,21.9,56.3,16.4,20.3,23.3,9.4,0.84,10.8,271,Good
1989,21.1,50.6,1.1,14.4,32.2,13.1,1.54,7.4,634,Moderate
1990,24.0,86.1,44.5,52.2,29.5,15.4,1.49,5.5,689,Moderate
1991,35.5,75.9,5.6,28.7,44.0,24.8,2.39,5.2,536,Poor
1992,29.2,83.7,5.8,20.6,25.7,11.9,1.46,5.1,698,Moderate
1993,28.9,87.3,98.3,118.1,34.8,13.4,1.76,7.9,760,Poor
1994,22.4,65.2,34.2,38.7,28.2,5.9,1.02,10.7,532,Good
1995,40.8,82.2,2.4,14.3,29.8,10.6,1.04,5.1,481,Moderate
1996,39.1,82.6,11.4,31.9,27.9,18.5,2.0,4.5,750,Poor
1997,34.1,90.5,14.3,17.4,19.6,6.4,1.59,7.0,494,Moderate
1998,20.1,73.7,9.2,14.6,15.9,3.5,0.93,13.6,512,Good
1999,28.1,82.0,14.5,19.5,27.0,9.3,1.47,8.2,697,Moderate
2000,39.3,73.0,15.0,35.5,34.2,8.1,2.05,3.7,655,Poor
2001,21.9,48.9,6.7,11.1,13.7,7.1,0.93,11.4,549,Good
2002,25.3,79.8,2.3,10.9,33.5,14.1,2.04,4.3,602,Poor
2003,25.7,39.5,11.7,16.9,18.6,7.0,1.01,16.5,206,Good
2004,24.5,73.3,7.8,12.5,21.6,4.5,0.94,10.2,322,Good
2005,26.4,76.1,16.6,21.8,20.2,5.7,1.73,5.3,633,Moderate
2006,26.0,65.5,12.3,16.1,24.8,3.1,0.99,10.9,405,Good
2007,41.3,103.3,168.6,185.0,47.0,28.8,1.99,4.3,631,Hazardous
2008,32.6,61.4,37.3,53.1,27.8,11.8,1.65,5.1,529,Moderate
2009,33.4,80.3,3.1,13.0,23.3,10.1,1.76,7.3,600,Moderate
2010,24.5,73.2,3.5,7.3,25.3,4.6,1.37,10.7,399,Good
2011,30.2,72.3,13.7,22.2,29.8,10.1,1.74,9.7,555,Poor
2012,24.1,47.7,15.6,17.9,17.7,2.9,1.02,12.9,426,Good
2013,33.8,78.8,120.5,139.6,41.6,5.3,1.88,3.3,688,Poor
2014,24.0,79.3,6.2,13.3,22.0,6.6,0.9,10.5,579,Good
2015,22.0,72.9,7.5,11.7,21.2,4.0,0.88,25.2,300,Good
2016,28.7,60.8,20.4,34.7,31.8,9.5,1.4,7.6,667,Moderate
2017,31.6,54.6,1.0,7.7,18.8,3.2,1.05,11.1,208,Good
2018,47.1,61.2,15.8,34.2,29.7,18.3,1.56,10.4,675,Poor
2019,26.9,67.4,4.4,12.5,31.9,11.2,1.69,5.8,311,Moderate
2020,27.3,79.9,26.9,33.8,16.6,6.0,0.91,10.1,365,Good
2021,38.1,92.0,115.9,153.7,37.6,23.6,2.96,2.7,511,Hazardous
2022,50.6,92.4,42.9,58.7,40.4,29.7,3.34,4.8,695,Hazardous
2023,27.3,73.2,8.6,11.8,17.2,4.8,1.1,11.4,345,Good
2024,22.2,69.7,19.1,21.7,25.0,9.2,1.15,12.5,595,Good
2025,49.0,98.4,149.7,183.1,33.8,7.6,1.12,5.2,797,Hazardous
2026,28.3,59.1,1.5,6.1,23.4,7.0,1.1,10.9,511,Good
2027,28.5,44.0,1.3,3.1,15.1,5.0,0.83,19.2,405,Good
2028,27.7,68.1,30.4,35.6,28.8,5.0,0.86,11.0,485,Good
2029,26.9,66.8,10.5,18.7,30.4,10.5,1.71,10.8,589,Moderate
2030,24.7,55.3,11.2,15.3,12.5,6.6,0.99,17.5,200,Good
2031,25.1,70.1,9.5,17.4,25.8,4.4,0.83,12.3,596,Good
2032,21.5,61.4,4.2,10.4,22.1,-0.1,0.95,10.9,447,Good
2033,30.1,71.8,6.7,24.3,28.7,12.4,1.34,6.9,571,Moderate
2034,24.8,84.3,1.0,9.2,24.8,2.7,1.64,9.2,614,Moderate
2035,34.0,104.3,25.9,44.1,41.7,15.9,2.35,7.1,676,Hazardous
2036,32.7,64.6,12.6,18.9,30.5,9.5,1.65,7.2,505,Moderate
2037,32.4,62.5,28.9,38.3,31.0,7.0,1.64,5.1,688,Moderate
2038,28.4,79.6,21.5,37.8,21.6,11.1,1.68,5.6,655,Moderate
2039,22.5,67.5,4.9,8.1,24.6,3.6,0.97,14.2,471,Good
2040,28.8,44.8,4.2,8.8,12.1,3.9,0.92,14.0,298,Good
2041,30.1,56.7,7.9,25.2,26.4,11.4,1.39,7.0,662,Moderate
2042,24.2,80.6,3.3,13.0,23.6,14.5,1.22,6.1,367,Moderate
2043,29.7,82.0,20.8,30.1,26.9,11.6,1.39,7.2,424,Moderate
2044,34.1,65.4,49.1,56.2,23.1,10.2,1.49,7.9,385,Moderate
2045,24.0,46.1,0.0,2.2,15.1,6.8,1.13,10.8,465,Good
2046,29.1,93.5,9.8,30.2,29.3,13.4,1.54,5.4,402,Poor
2047,37.7,73.8,16.9,36.9,40.0,25.8,2.3,5.1,451,Poor
2048,25.6,46.0,9.2,14.7,17.1,1.3,0.88,10.2,333,Good
2049,24.7,38.8,16.9,24.5,16.6,3.4,1.06,11.2,485,Good
2050,40.5,106.5,61.9,84.7,37.6,19.6,3.03,4.5,625,Hazardous
2051,36.6,90.5,21.9,33.1,30.7,19.9,2.3,7.2,443,Poor
2052,24.6,90.1,45.9,52.9,19.0,10.9,1.79,6.7,550,Moderate
2053,29.6,76.8,33.8,40.2,13.1,3.6,1.16,12.6,326,Good
2054,31.5,66.1,1.5,9.5,23.4,8.2,1.39,6.6,691,Moderate
2055,22.3,50.9,11.1,18.3,19.5,5.1,1.02,11.6,287,Good
2056,32.9,56.0,6.0,15.9,21.0,12.3,1.78,6.4,434,Moderate
2057,28.1,83.5,11.8,24.0,28.6,9.0,1.07,9.0,690,Moderate
2058,25.2,46.0,3.9,8.2,22.8,0.2,1.17,10.4,392,Good
2059,29.5,68.8,1.2,7.0,13.6,6.1,0.98,11.1,368,Good
2060,24.2,89.0,22.8,31.7,34.3,10.9,1.46,5.8,623,Moderate
2061,26.8,91.8,5.1,10.5,28.3,7.2,1.31,9.6,376,Moderate
2062,20.2,52.4,11.0,14.6,12.2,4.4,0.95,18.7,418,Good
2063,23.2,39.6,0.8,7.3,21.7,5.8,0.91,10.9,438,Good
2064,25.8,56.2,8.5,16.8,29.4,10.3,1.3,5.0,414,Moderate
2065,33.3,59.2,9.5,25.1,38.2,19.9,1.69,4.9,450,Poor
2066,25.2,69.1,75.3,89.9,30.1,10.8,2.18,8.4,483,Poor
2067,27.5,62.3,1.1,6.0,14.1,5.6,1.04,10.9,533,Good
2068,26.0,76.0,1.0,4.5,13.1,2.7,1.09,10.2,248,Good
2069,38.2,95.1,15.8,31.3,26.2,11.0,2.43,5.5,616,Poor
2070,41.4,82.4,12.6,27.3,41.2,9.1,1.91,4.3,471,Poor
2071,22.2,76.9,2.5,5.7,20.6,6.0,0.92,11.3,339,Good
2072,28.2,49.3,40.9,48.4,21.3,8.8,1.64,11.6,617,Moderate
2073,27.3,48.7,18.1,24.7,12.8,4.6,1.05,10.8,224,Good
2074,22.6,41.7,5.7,12.1,21.5,6.1,0.85,10.3,407,Good
2075,48.6,88.7,37.5,64.1,34.3,5.6,1.75,6.2,592,Poor
2076,36.0,95.2,7.0,21.6,36.2,13.8,1.75,4.5,564,Poor
2077,21.2,59.5,6.5,9.8,22.9,5.0,1.09,10.5,595,Good
2078,25.8,55.8,18.9,26.4,19.9,7.3,1.0,12.0,579,Good
2079,37.1,100.9,3.5,19.9,46.0,18.4,2.08,6.6,473,Poor
2080,21.5,47.3,10.6,18.8,15.6,6.2,1.0,11.4,271,Good
2081,27.8,66.9,12.1,14.6,25.5,4.5,1.06,13.9,442,Good
2082,23.6,73.0,10.5,13.8,17.1,6.3,1.03,10.4,571,Good
2083,33.5,68.3,54.1,72.7,30.6,25.1,1.52,7.2,570,Poor
2084,21.2,75.1,25.1,31.7,26.0,10.3,1.48,6.9,666,Moderate
2085,28.4,76.2,16.8,28.7,30.0,8.2,1.64,5.7,644,Moderate
2086,31.7,51.8,30.9,45.9,21.7,7.4,1.08,6.9,460,Moderate
2087,28.4,62.8,24.6,35.1,23.5,12.3,1.53,5.4,543,Moderate
2088,27.7,58.8,39.1,50.7,33.0,9.8,1.43,7.9,408,Moderate
2089,24.7,78.7,0.1,6.4,13.0,4.7,0.97,10.8,193,Good
2090,32.5,74.8,53.5,65.2,22.0,11.4,1.54,5.4,399,Moderate
2091,27.5,83.2,6.7,16.6,24.2,10.1,1.63,9.3,566,Moderate
2092,24.2,75.7,29.5,34.0,17.0,5.9,1.06,10.3,483,Good
2093,48.4,109.0,103.3,114.9,48.6,25.6,2.23,5.9,863,Hazardous
2094,24.7,69.8,5.7,8.5,26.4,2.9,1.15,12.4,443,Good
2095,26.8,64.3,10.7,15.9,26.5,3.8,1.3,12.8,451,Good
2096,27.3,72.1,20.4,25.9,24.7,2.8,0.83,10.7,238,Good
2097,23.1,45.4,4.6,14.4,20.0,7.8,1.09,10.4,310,Good
2098,25.2,77.3,2.2,4.3,12.2,1.8,0.87,10.2,547,Good
2099,19.1,50.6,4.8,18.4,33.6,5.9,1.98,6.6,648,Moderate
2100,27.9,41.1,24.9,29.8,23.5,6.1,1.08,10.8,294,Good
2101,23.8,68.8,21.8,29.6,14.6,5.3,0.89,10.9,583,Good
2102,29.0,42.8,2.0,2.3,20.5,5.9,1.03,10.1,428,Good
2103,24.2,46.4,2.2,7.6,20.9,3.6,1.04,10.9,365,Good
2104,44.7,78.8,87.4,113.0,37.8,16.0,2.07,3.4,549,Poor
2105,47.0,63.5,82.5,101.4,41.3,24.7,2.46,2.9,582,Hazardous
2106,32.2,59.9,29.3,38.6,32.9,18.3,2.14,6.0,563,Poor
2107,29.3,72.3,113.9,126.4,36.9,13.2,1.53,5.2,630,Moderate
2108,40.4,59.6,5.1,17.0,30.5,11.7,1.35,8.9,673,Moderate
2109,24.0,60.3,1.5,8.1,22.2,6.0,1.14,11.1,301,Good
2110,21.8,88.6,1.7,13.9,29.4,10.8,1.66,6.2,541,Moderate
2111,24.4,57.1,1.6,5.3,16.7,7.9,1.02,16.4,228,Good
2112,24.9,79.2,5.5,12.2,21.3,4.6,1.0,11.9,225,Good
2113,25.6,68.2,8.0,21.8,27.9,9.9,1.6,5.2,579,Moderate
2114,28.7,93.1,24.5,32.8,20.5,7.7,1.46,5.5,300,Moderate
2115,52.3,84.7,21.2,36.4,26.8,15.6,2.27,2.7,647,Hazardous
2116,22.1,83.0,0.7,9.3,32.5,11.4,1.6,6.3,512,Moderate
2117,28.7,84.0,79.8,86.5,24.0,6.7,1.2,9.6,423,Moderate
2118,22.4,58.6,8.1,12.7,12.4,4.0,1.1,10.2,591,Good
2119,35.0,60.9,3.3,8.2,27.0,15.3,1.41,7.0,684,Moderate
2120,35.5,100.3,3.2,22.2,38.7,16.2,1.74,7.9,717,Poor
2121,32.6,54.3,5.7,19.6,25.9,11.8,1.35,7.0,649,Moderate
2122,27.9,39.7,2.3,8.1,22.2,6.3,1.0,10.2,430,Good
2123,26.5,78.8,0.1,14.2,38.2,3.5,1.14,7.9,589,Moderate
2124,36.8,105.9,106.8,117.2,44.6,16.0,2.34,7.6,716,Hazardous
2125,27.7,66.3,12.1,16.9,23.3,6.2,1.06,10.7,287,Good
2126,26.7,42.5,1.4,4.7,21.1,5.6,1.07,10.2,484,Good
2127,34.4,65.9,44.9,62.7,50.5,9.1,2.37,4.5,574,Hazardous
2128,20.7,59.2,8.8,14.1,23.1,1.9,0.99,10.7,346,Good
2129,25.1,57.2,11.5,16.7,13.4,3.6,0.88,10.8,548,Good
2130,27.6,52.8,39.5,54.9,28.7,7.3,1.37,5.5,382,Moderate
2131,31.1,59.2,31.2,46.1,32.8,10.5,1.48,6.5,450,Moderate
2132,32.6,87.7,59.1,82.6,33.7,9.4,1.7,5.1,634,Poor
2133,44.0,70.6,23.0,42.3,35.2,17.2,1.79,3.5,726,Poor
2134,24.1,81.4,80.4,93.2,19.7,12.8,1.66,9.5,400,Moderate
2135,22.2,65.9,7.9,13.5,14.3,5.0,0.89,11.0,390,Good
2136,36.4,77.4,39.3,62.4,25.9,10.8,2.37,4.8,774,Poor
2137,26.2,54.4,21.0,22.0,26.8,6.1,0.88,10.4,377,Good
2138,33.3,59.8,53.4,57.2,34.9,14.6,1.81,15.8,629,Poor
2139,32.6,67.2,45.4,61.4,27.4,5.2,1.43,7.2,470,Moderate
2140,22.5,43.3,3.3,8.3,26.3,5.6,0.97,10.4,434,Good
2141,24.4,59.2,1.2,9.1,20.1,7.2,0.89,12.2,600,Good
2142,20.6,80.8,14.4,21.1,22.5,5.0,0.96,12.0,584,Good
2143,25.7,78.9,47.3,61.1,32.0,8.7,1.23,7.4,530,Moderate
2144,30.9,51.6,0.6,5.3,20.0,6.9,1.02,13.0,484,Good
2145,25.2,51.0,2.5,6.8,22.8,7.1,1.17,12.8,500,Good
2146,36.5,68.3,4.4,19.3,32.0,14.8,2.18,8.2,771,Poor
2147,24.6,76.5,13.9,21.6,20.0,5.9,1.11,10.8,414,Good
2148,27.6,78.7,4.8,8.5,24.4,5.1,1.0,10.9,513,Good
2149,29.8,91.3,3.6,10.8,34.6,14.0,1.09,7.0,649,Moderate
2150,24.4,44.8,7.4,8.4,24.9,4.9,1.02,10.0,541,Good
2151,37.2,80.5,35.6,44.6,34.2,24.1,2.17,6.3,607,Poor
2152,35.0,81.6,52.5,65.4,32.5,5.0,1.59,8.2,624,Moderate
2153,42.1,83.5,14.7,36.2,42.8,0.1,2.31,3.4,797,Poor
2154,35.5,97.4,12.8,37.3,24.7,13.0,1.75,12.4,513,Poor
2155,41.0,67.4,11.3,26.7,28.3,21.9,2.04,5.5,493,Poor
2156,24.6,89.2,4.1,16.2,32.0,2.6,1.83,3.9,480,Poor
2157,19.1,46.7,3.8,7.0,20.0,6.6,0.88,11.1,395,Good
2158,27.2,62.6,8.5,13.2,27.2,6.6,0.95,10.2,505,Good
2159,30.4,77.7,27.8,37.1,19.9,8.1,1.98,10.4,693,Moderate
2160,28.4,80.6,7.8,11.7,14.7,4.8,0.76,10.6,366,Good
2161,36.1,79.0,19.0,27.4,20.5,13.8,1.49,6.9,604,Moderate
2162,17.0,77.2,19.0,26.3,19.7,8.1,1.0,11.1,217,Good
2163,46.6,81.9,6.6,31.9,54.9,11.8,2.19,2.8,734,Hazardous
2164,32.3,65.9,28.5,38.8,26.4,4.1,1.63,7.5,662,Moderate
2165,21.3,53.4,16.1,22.3,19.3,3.7,0.98,11.8,314,Good
2166,24.0,57.7,1.7,7.6,13.1,5.4,0.83,10.3,449,Good
2167,25.7,86.6,4.4,16.6,18.2,10.9,1.37,5.6,594,Moderate
2168,27.1,66.8,0.1,5.2,23.1,6.4,0.99,12.7,417,Good
2169,41.1,110.2,26.6,42.7,26.8,9.0,2.4,8.7,814,Poor
2170,41.6,105.2,62.8,89.8,42.7,21.8,2.47,4.7,677,Hazardous
2171,42.8,61.5,13.8,22.2,31.0,9.1,1.97,5.5,637,Poor
2172,27.8,61.2,16.3,24.1,10.6,6.8,1.19,11.1,365,Good
2173,23.8,51.1,8.8,12.7,14.1,4.3,0.94,13.6,425,Good
2174,27.4,67.4,3.6,10.7,28.0,3.1,1.06,12.5,424,Good
2175,22.2,53.1,10.4,11.7,11.8,4.9,1.0,10.1,300,Good
2176,26.5,93.2,18.4,18.5,28.5,2.2,1.17,8.4,506,Moderate
2177,32.5,89.5,40.5,56.8,31.3,18.7,1.86,8.1,630,Poor
2178,50.4,102.2,51.6,74.0,36.4,37.6,2.3,3.3,671,Hazardous
2179,28.4,75.9,17.2,27.6,15.5,7.1,1.15,11.1,338,Good
2180,27.5,56.7,7.0,15.8,18.5,0.8,1.09,18.1,406,Good
2181,24.3,78.1,0.5,5.2,24.3,2.6,1.0,12.0,517,Good
2182,16.1,69.8,14.1,19.9,14.4,9.7,0.98,11.0,498,Good
2183,30.7,93.7,135.1,144.6,36.7,20.0,2.12,4.1,531,Poor
2184,35.5,95.0,31.6,52.5,24.3,13.6,2.34,4.3,478,Poor
2185,41.1,68.2,14.3,22.6,32.7,13.6,1.86,5.4,453,Moderate
2186,24.4,79.8,10.9,29.8,19.6,6.9,1.47,8.2,593,Moderate
2187,35.5,69.0,22.0,38.7,35.0,9.9,2.1,6.1,490,Poor
2188,25.0,55.9,15.9,22.9,16.0,8.3,1.07,10.6,329,Good
2189,25.1,61.0,17.5,36.0,27.6,17.5,1.51,6.6,458,Moderate
2190,32.5,79.2,2.8,15.5,24.4,9.0,1.57,5.0,479,Moderate
2191,32.8,89.1,18.0,32.4,44.1,16.1,1.64,4.3,734,Poor
2192,25.8,56.3,5.0,9.5,20.9,2.5,0.98,14.1,410,Good
2193,27.3,103.2,38.7,45.3,29.0,11.5,1.37,11.8,477,Poor
2194,32.0,63.1,21.3,36.9,33.6,24.0,2.03,4.0,746,Poor
2195,26.6,45.9,14.2,20.1,23.5,3.2,1.23,14.0,454,Good
2196,24.8,41.0,4.7,11.8,13.7,2.5,0.94,13.5,538,Good
2197,26.2,46.4,34.2,40.9,26.1,7.2,1.13,12.5,358,Good
2198,30.7,53.5,4.9,11.5,22.9,8.8,0.98,13.7,429,Good
2199,18.0,66.7,3.3,6.1,11.3,5.3,0.82,14.6,517,Good
2200,38.5,103.0,12.2,37.4,40.5,19.5,1.89,7.2,527,Poor
2201,23.6,84.3,8.8,20.2,33.2,9.2,1.23,9.1,477,Moderate
2202,35.0,55.8,12.9,17.8,26.2,13.8,1.65,6.2,313,Moderate
2203,30.8,62.2,11.8,37.1,29.1,17.0,1.91,4.4,629,Poor
2204,31.2,99.0,29.4,59.3,38.7,18.5,1.79,11.0,639,Hazardous
2205,22.7,76.8,12.9,15.2,21.9,4.9,0.99,18.6,410,Good
2206,38.2,67.7,5.3,19.4,29.2,10.6,2.25,6.1,514,Poor
2207,28.0,63.6,2.8,6.3,27.8,7.9,0.91,11.8,344,Good
2208,33.5,90.8,7.0,14.0,31.1,9.1,1.77,6.9,672,Poor
2209,24.0,86.1,27.9,40.8,17.3,7.3,1.36,9.9,491,Moderate
2210,40.3,120.5,9.7,27.6,47.8,10.1,2.58,2.5,799,Hazardous
2211,30.1,80.9,4.6,15.3,29.6,9.6,1.71,5.2,332,Moderate
2212,32.2,58.5,2.2,19.5,27.8,7.9,1.77,7.8,356,Moderate
2213,27.9,47.4,9.0,14.2,19.9,9.0,1.06,10.5,428,Good
2214,47.0,74.1,8.6,24.1,29.1,14.0,0.99,9.0,643,Poor
2215,25.2,76.3,0.9,6.0,22.9,5.5,0.88,18.6,590,Good
2216,31.8,59.8,25.6,30.9,18.7,4.6,1.09,10.1,326,Good
2217,25.1,47.4,1.9,6.0,24.0,8.4,1.0,10.9,265,Good
2218,18.8,72.3,8.8,12.2,18.7,3.2,0.85,13.1,498,Good
2219,26.1,60.2,7.8,18.9,22.7,11.4,1.63,11.4,551,Moderate
2220,30.8,66.5,15.7,21.5,23.8,0.7,1.54,6.6,528,Moderate
2221,18.9,51.4,7.2,17.2,18.5,5.8,1.44,5.7,321,Moderate
2222,42.0,63.2,36.7,69.0,39.7,11.9,2.49,3.4,798,Hazardous
2223,31.0,50.1,6.8,20.9,17.7,12.8,1.7,5.1,328,Moderate
2224,31.6,61.9,46.9,46.9,17.9,4.0,1.46,5.4,339,Moderate
2225,23.5,51.9,5.2,15.0,14.4,0.5,1.41,5.9,475,Moderate
2226,21.9,80.0,1.1,6.0,21.8,11.4,1.77,6.5,642,Moderate
2227,30.7,79.1,23.2,25.8,13.5,5.5,0.98,10.1,456,Good
2228,19.2,66.2,16.4,44.9,18.8,7.1,2.25,4.4,799,Poor
2229,23.0,53.6,0.3,4.9,24.6,4.8,1.02,10.3,581,Good
2230,21.5,83.1,19.3,25.4,12.9,3.2,1.13,10.5,335,Good
2231,29.4,60.4,10.7,14.9,11.2,2.4,1.03,11.2,363,Good
2232,30.0,78.1,38.4,55.7,30.8,16.4,1.45,5.9,739,Poor
2233,22.1,79.6,1.6,4.1,20.1,3.8,1.02,14.7,376,Good
2234,23.7,67.7,23.3,31.0,21.2,5.1,1.04,10.3,514,Good
2235,28.0,52.1,54.3,60.1,14.7,9.3,1.03,13.8,268,Good
2236,22.3,51.5,2.8,8.6,26.9,8.4,0.96,10.5,370,Good
2237,28.6,50.0,2.4,8.1,24.5,4.3,1.71,7.3,337,Moderate
2238,27.3,71.6,30.3,35.3,27.8,6.6,1.03,11.2,237,Good
2239,28.9,62.3,5.1,10.3,14.3,5.8,0.82,14.5,368,Good
2240,29.3,86.7,18.2,32.5,29.2,12.9,1.4,5.5,552,Moderate
2241,40.5,76.1,52.1,80.9,35.7,10.5,2.88,7.3,640,Hazardous
2242,30.7,75.8,37.3,50.0,26.0,13.6,1.34,5.9,415,Moderate
2243,29.4,61.4,29.6,50.2,37.0,11.4,1.89,4.7,497,Poor
2244,21.2,52.0,0.2,3.9,17.9,4.5,0.95,10.5,278,Good
2245,36.1,69.4,8.3,18.9,21.2,16.6,1.1,5.1,602,Moderate
2246,25.6,51.5,35.5,40.7,32.2,-1.7,1.35,7.3,378,Moderate
2247,24.9,58.5,2.6,7.2,11.8,8.0,0.98,10.8,299,Good
2248,31.1,68.6,32.4,43.0,22.2,14.1,2.06,3.9,417,Poor
2249,37.4,51.2,75.2,85.4,25.4,8.6,1.66,5.3,450,Moderate
2250,28.9,67.0,2.1,5.9,18.9,5.9,1.08,11.4,416,Good
2251,36.2,83.2,64.0,75.6,28.3,12.1,2.28,8.0,732,Poor
2252,33.3,76.1,2.6,10.2,24.8,9.9,1.35,6.7,321,Moderate
2253,26.8,63.4,52.9,63.6,26.9,9.0,1.39,5.6,324,Moderate
